URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
54,11,ISO-8859-1,Microsoft-IIS/7.5,7849,US,PA,7/8/1995 0:00,27/03/2014 0:00,0,0,0,0,0,0,0,0,0,0,0
53,8,utf-8,None,11158,US,PA,7/8/1995 0:00,27/03/2014 0:00,0,0,0,0,0,0,0,0,0,0,0
70,13,UTF-8,nginx,None,US,CA,7/9/1995 0:00,4/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
60,11,us-ascii,Microsoft-HTTPAPI/2.0,324,CH,None,9/8/1995 0:00,4/8/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
60,13,UTF-8,Apache,None,US,VA,12/1/1995 0:00,19/12/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
52,10,UTF-8,Apache/2.2.15 (Red Hat),5315,US,CA,1/6/1996 0:00,2/4/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
49,9,us-ascii,Microsoft-HTTPAPI/2.0,324,US,MI,2/2/1996 0:00,7/4/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
73,15,iso-8859-1,Apache/2.0.52 (Red Hat),330,US,CA,3/9/1996 4:00,30/09/2009 2:59,0,0,0,0,0,0,0,0,0,0,0
80,16,UTF-8,None,7240,US,California,4/2/1996 0:00,10/8/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
27,7,ISO-8859-1,Apache,11506,US,FL,4/3/1996 0:00,7/1/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
39,8,iso-8859-1,HTTPDaemon,None,US,WA,5/1/1996 0:00,5/5/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
32,8,UTF-8,Server,None,US,WA,5/1/1996 0:00,5/5/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
32,8,UTF-8,Server,None,US,WA,5/1/1996 0:00,5/5/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
33,8,UTF-8,Server,None,US,WA,5/1/1996 0:00,5/5/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
33,8,UTF-8,Server,None,US,WA,5/1/1996 0:00,5/5/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
30,6,utf-8,Apache/2.4.10 (Debian),None,SE,None,6/3/1996 5:00,28/10/2013 10:54,0,0,0,0,0,0,0,0,0,0,0
29,7,iso-8859-1,Apache/2.2.22 (Ubuntu),238,CA,QC,7/3/1996 0:00,9/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
66,11,iso-8859-1,Apache,241,US,DC,8/2/1996 0:00,21/05/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
44,8,ISO-8859-1,nginx,None,US,WA,8/4/1996 0:00,18/11/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
65,11,ISO-8859-1,Apache,36377,US,NY,8/5/1996 0:00,27/01/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
35,9,ISO-8859-1,DOSarrest,None,KY,GRAND CAYMAN,8/7/1996 0:00,7/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
92,19,UTF-8,Apache/2.4.7 (Ubuntu),5610,US,MI,8/7/1996 0:00,27/09/2012 0:00,0,0,0,0,0,0,0,0,0,0,0
37,9,utf-8,nginx/1.1.19,None,US,CA,9/12/1996 0:00,9/10/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
38,9,utf-8,nginx/1.1.19,None,US,CA,9/12/1996 0:00,9/10/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
42,8,utf-8,nginx/1.1.19,None,US,CA,9/12/1996 0:00,9/10/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
96,18,utf-8,nginx/1.8.0,55367,US,va,10/5/1996 0:00,9/4/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
95,14,utf-8,Microsoft-IIS/8.5,6783,GB,London,2/12/1997 0:00,16/11/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
76,12,UTF-8,Apache,9672,US,Alabama,3/10/1997 0:00,31/12/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
55,10,UTF-8,Apache,None,US,FL,4/1/1997 0:00,30/11/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
43,8,ISO-8859-1,Apache/2.4.12 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,None,US,GA,5/11/1997 5:00,5/9/2016 8:00,0,0,0,0,0,0,0,0,0,0,0
38,8,utf-8,None,None,US,CA,5/12/1997 0:00,31/03/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
72,12,UTF-8,None,None,KR,None,6/9/1997 0:00,11/1/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
149,23,ISO-8859-1,None,6748,CA,Quebec,8/1/1997 0:00,2/6/2009 0:00,0,0,0,0,0,0,0,0,0,0,0
56,9,UTF-8,Apache/2.2.15 (CentOS),965,CA,qc,8/12/1997 0:00,18/10/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
26,6,utf-8,nginx,2688,US,Kentucky,11/1/1997 0:00,30/04/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
55,9,UTF-8,Apache,2080,US,CA,11/9/1997 4:00,9/12/2015 14:43,0,0,0,0,0,0,0,0,0,0,0
234,34,ISO-8859-1,cloudflare-nginx,None,US,CA,1/4/1998 0:00,9/12/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
48,8,us-ascii,Microsoft-HTTPAPI/2.0,324,US,CO,1/7/1998 0:00,26/06/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
56,11,None,Microsoft-IIS/7.0,0,US,New York,1/9/1998 0:00,15/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
55,10,UTF-8,Microsoft-IIS/8.5,20474,US,WI,2/12/1998 0:00,1/12/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
57,9,iso-8859-1,Apache,355,US,FL,3/8/1998 0:00,6/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
60,10,utf-8,cloudflare-nginx,None,US,CA,4/11/1998 0:00,2/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
28,6,utf-8,Pepyaka/1.11.3,None,US,NY,6/8/1998 0:00,7/11/2014 0:00,0,0,0,0,0,0,0,0,0,0,0
72,11,ISO-8859-1,nginx,1145,US,NJ,8/4/1998 0:00,25/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
52,12,UTF-8,None,None,US,CA,9/1/1998 0:00,4/1/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
53,12,UTF-8,None,None,US,CA,9/1/1998 0:00,4/1/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
80,15,UTF-8,None,None,US,CA,9/1/1998 0:00,4/1/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
36,7,ISO-8859-1,nginx/1.12.0,None,US,Kansas,9/5/1998 0:00,10/5/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
103,16,UTF-8,cloudflare-nginx,None,US,AZ,9/12/1998 0:00,24/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
80,12,iso-8859-1,Apache,236,US,AZ,10/3/1998 0:00,5/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
70,13,ISO-8859-1,Microsoft-IIS/8.5,65423,CA,ON,10/3/1998 0:00,24/02/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
112,19,ISO-8859-1,nginx,162,us,California,10/9/1998 0:00,17/02/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
29,6,ISO-8859-1,Apache/2,199,None,None,1/3/1999 0:00,7/3/2013 0:00,0,0,0,0,0,0,0,0,0,0,0
45,10,ISO-8859-1,cloudflare-nginx,None,NL,Noord-Holland,3/2/1999 0:00,4/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
70,13,UTF-8,cloudflare-nginx,None,US,California,3/3/1999 0:00,14/04/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
71,16,ISO-8859-1,cloudflare-nginx,None,US,Washington,3/8/1999 0:00,14/12/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
47,9,us-ascii,Microsoft-HTTPAPI/2.0,324,US,UT,5/2/1999 0:00,16/06/2014 0:00,0,0,0,0,0,0,0,0,0,0,0
58,10,us-ascii,Microsoft-HTTPAPI/2.0,324,US,UT,5/2/1999 0:00,16/06/2014 0:00,0,0,0,0,0,0,0,0,0,0,0
98,19,us-ascii,Microsoft-HTTPAPI/2.0,324,US,UT,5/2/1999 0:00,16/06/2014 0:00,0,0,0,0,0,0,0,0,0,0,0
48,8,us-ascii,Microsoft-HTTPAPI/2.0,324,IN,Maharashtra,5/8/1999 0:00,10/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
56,8,iso-8859-1,Apache,257,US,CA,5/11/1999 0:00,11/8/2016 0:00,0,0,0,0,0,2,124,0,0,0,0
50,9,ISO-8859-1,nginx/1.10.3,1149,US,UTAH,6/10/1999 0:00,13/12/2008 0:00,0,0,0,0,0,0,0,0,0,0,0
53,10,UTF-8,nginx,None,US,CO,10/2/1999 0:00,6/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
64,14,UTF-8,cloudflare-nginx,None,US,FL,12/2/1999 0:00,14/12/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
115,18,UTF-8,Jetty(9.0.z-SNonePSHOT),None,US,NY,12/3/1999 0:00,16/11/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
76,14,UTF-8,XXXXXXXXXXXXXXXXXXXXXX,17721,None,None,2/10/2000 0:00,3/6/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
34,7,UTF-8,nginx,None,US,CA,3/3/2000 0:00,12/1/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
95,19,UTF-8,nginx,None,US,CA,3/3/2000 0:00,12/1/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
40,9,utf-8,nginx + Phusion Passenger,None,US,FL,3/6/2000 0:00,5/5/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
43,9,utf-8,nginx + Phusion Passenger,None,US,FL,3/6/2000 0:00,5/5/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
49,9,ISO-8859-1,Apache,959,US,New York,3/7/2000 17:33,4/7/2016 14:14,0,0,0,0,0,0,0,0,0,0,0
37,8,us-ascii,Microsoft-HTTPAPI/2.0,324,US,North CaroliNone,5/6/2000 0:00,6/7/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
26,6,us-ascii,None,324,US,TX,9/3/2000 0:00,13/02/2014 0:00,0,0,0,0,0,0,0,0,0,0,0
99,14,ISO-8859-1,Apache/2.4.7 (Ubuntu),2743,US,IL,10/1/2000 0:00,8/11/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
26,7,UTF-8,cloudflare-nginx,None,US,MD,11/6/2000 0:00,3/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
48,11,iso-8859-1,Apache,288,None,None,11/10/2000 0:00,12/12/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
53,12,UTF-8,None,None,US,WA,1/6/2001 0:00,17/05/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
66,15,ISO-8859-1,Apache,36571,None,None,2/10/2001 13:00,15/09/2014 7:40,0,0,0,0,0,0,0,0,0,0,0
22,6,utf-8,nginx,6671,CA,ALBERTA,4/1/2001 0:00,3/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
51,9,utf-8,None,15302,US,ArizoNone,4/5/2001 0:00,9/11/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
59,11,utf-8,cloudflare-nginx,None,US,ArizoNone,7/6/2001 0:00,27/11/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
87,17,UTF-8,nginx,None,US,California,8/5/2001 0:00,19/04/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
46,10,UTF-8,Pagely Gateway/1.5.1,None,US,Minnesota,8/8/2001 0:00,9/11/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
54,9,us-ascii,Microsoft-HTTPAPI/2.0,324,US,FL,2/10/2002 0:00,14/03/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
34,7,ISO-8859-1,None,1819,US,CA,2/11/2002 0:00,2/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
37,8,ISO-8859-1,None,1819,US,CA,2/11/2002 0:00,2/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
38,8,ISO-8859-1,None,1819,US,CA,2/11/2002 0:00,2/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
42,10,ISO-8859-1,None,1819,US,CA,2/11/2002 0:00,2/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
47,11,ISO-8859-1,None,1819,US,CA,2/11/2002 0:00,2/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
49,11,ISO-8859-1,None,1819,US,CA,2/11/2002 0:00,2/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
50,12,ISO-8859-1,None,1819,US,CA,2/11/2002 0:00,2/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
55,12,ISO-8859-1,None,1819,US,CA,2/11/2002 0:00,2/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
56,12,ISO-8859-1,None,1819,US,CA,2/11/2002 0:00,2/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
38,9,iso-8859-1,Apache/2.2.20 (Unix),220,US,CA,8/8/2002 0:00,29/07/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
51,8,ISO-8859-1,Apache,57,US,VA,9/9/2002 0:00,29/08/2014 0:00,0,0,0,0,0,0,0,0,0,0,0
39,7,UTF-8,Apache,None,US,NY,10/7/2002 0:00,18/10/2013 0:00,0,0,0,0,0,0,0,0,0,0,0
34,7,utf-8,MediaFire,None,US,Texas,11/8/2002 0:00,4/7/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
47,9,ISO-8859-1,cloudflare-nginx,None,US,Texas,2/9/2003 0:00,18/09/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
48,9,ISO-8859-1,cloudflare-nginx,None,US,Texas,2/9/2003 0:00,18/09/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
47,8,ISO-8859-1,Apache,7362,PA,PANoneMA,4/10/2003 0:00,8/12/2014 0:00,0,0,0,0,0,0,0,0,0,0,0
44,7,us-ascii,Microsoft-HTTPAPI/2.0,324,US,PA,5/6/2003 0:00,26/11/2014 0:00,0,0,0,0,0,0,0,0,0,0,0
104,17,ISO-8859-1,Varnish,9,US,DC,7/11/2003 0:00,3/11/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
50,9,utf-8,Apache,43996,CA,ON,9/12/2003 0:00,22/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
47,9,utf-8,Apache,44446,CA,ON,9/12/2003 0:00,22/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
61,12,ISO-8859-1,Apache,526,DE,None,10/9/2003 0:00,11/9/2016 0:00,0,0,0,0,0,2,124,0,0,0,1
50,10,UTF-8,nginx,None,US,CA,11/6/2003 0:00,18/10/2014 0:00,0,0,0,0,0,0,0,0,0,0,0
35,8,ISO-8859-1,Apache,1002,AT,Austria,1/6/2004 0:00,2/6/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
37,9,ISO-8859-1,Apache,1002,AT,Austria,1/6/2004 0:00,2/6/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
48,8,us-ascii,Microsoft-HTTPAPI/2.0,324,US,Florida,2/12/2004 0:00,25/11/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
51,10,UTF-8,Apache/2.2.32,None,US,PA,4/11/2004 22:27,21/09/2016 15:14,0,0,0,0,0,0,0,0,0,0,0
48,9,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips,16333,US,GA,5/5/2004 0:00,20/04/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
42,9,ISO-8859-1,nginx,1505,US,Ohio,8/1/2004 0:00,3/1/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
59,12,ISO-8859-1,nginx,1511,US,Ohio,8/1/2004 0:00,3/1/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
52,10,ISO-8859-1,nginx,1516,US,Ohio,8/1/2004 0:00,3/1/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
42,11,UTF-8,nginx,None,US,ArizoNone,8/5/2004 20:53,4/4/2014 15:11,0,0,0,0,0,0,0,0,0,0,0
36,8,ISO-8859-1,nginx,10133,US,CA,1/6/2005 0:00,9/9/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
44,10,utf-8,nginx/1.6.2,8219,US,CO,4/2/2005 0:00,21/03/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
52,12,UTF-8,LiteSpeed,None,PA,PANoneMA,5/3/2005 0:00,14/12/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
103,20,utf-8,Apache/2.2.15 (CentOS),10843,US,California,6/9/2005 0:00,13/08/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
84,12,ISO-8859-1,Apache/2.2.15 (CentOS),23412,US,ArizoNone,9/2/2005 0:00,2/2/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
25,6,utf-8,Apache/2.2.29 (Amazon),None,CA,British Columbia,10/3/2005 0:00,4/1/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
38,9,us-ascii,cloudflare-nginx,None,US,ArizoNone,10/6/2005 0:00,4/6/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
49,7,us-ascii,cloudflare-nginx,None,US,ArizoNone,10/6/2005 0:00,4/6/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
62,10,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,245,US,Missouri,11/10/2005 0:00,19/09/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
84,17,UTF-8,Apache,12773,US,UTAH,12/8/2005 0:00,12/8/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
79,14,utf-8,cloudflare-nginx,None,US,PA,3/5/2006 0:00,8/8/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
31,7,utf-8,Apache,22004,US,CA,4/4/2006 0:00,3/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
40,8,iso-8859-1,cloudflare-nginx,None,ES,Alicante,5/6/2006 0:00,24/03/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
36,6,ISO-8859-1,nginx/1.12.0,1108,US,CA,5/10/2006 0:00,4/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
23,6,iso-8859-1,Apache/2.4.12 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,434,PA,PANoneMA,8/12/2006 0:00,14/12/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
57,11,ISO-8859-1,Apache,10280,US,IL,9/3/2006 0:00,23/02/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
50,10,ISO-8859-1,Apache,13076,US,IL,9/3/2006 0:00,23/02/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
39,9,utf-8,nginx/1.11.3,None,None,None,1/7/2007 5:40,8/12/2016 14:01,0,0,0,0,0,0,0,0,0,0,0
64,11,UTF-8,nginx/1.6.3,None,US,WA,1/8/2007 0:00,4/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
47,9,UTF-8,Server,None,US,WA,2/10/2007 0:00,31/08/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
51,10,ISO-8859-1,DOSarrest,None,KY,GRAND CAYMAN,4/1/2007 0:00,7/12/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
59,12,utf-8,nginx,162,BS,New Providence,6/11/2007 0:00,1/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
59,10,iso-8859-1,Apache/2.4.23 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,352,CN,None,7/7/2007 0:00,4/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
41,9,UTF-8,nginx/1.12.0,None,US,Pennsylvania,8/9/2007 0:00,9/9/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
39,7,UTF-8,Virtuoso/07.20.3217 (Linux) i686-generic-linux-glibc212-64  VDB,None,DE,None,10/1/2007 15:27,9/1/2017 16:53,0,0,0,0,0,0,0,0,0,0,0
72,11,iso-8859-1,Apache-Coyote/1.1,None,US,Tennessee,10/5/2007 19:20,18/04/2017 17:38,0,0,0,0,0,0,0,0,0,0,0
46,10,UTF-8,nginx,None,PA,PANoneMA,11/11/2007 0:00,18/12/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
47,9,UTF-8,nginx,None,PA,PANoneMA,11/11/2007 0:00,18/12/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
72,14,UTF-8,nginx,None,PA,PANoneMA,11/11/2007 0:00,18/12/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
38,8,UTF-8,cloudflare-nginx,None,US,New York,12/6/2007 0:00,5/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
37,7,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,219,US,Missouri,12/11/2007 20:49,28/03/2017 18:16,0,0,0,0,0,0,0,0,0,0,0
73,17,ISO-8859-1,Apache/2.4.7 (Ubuntu),13240,US,PA,5/8/2008 0:00,6/8/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
61,10,us-ascii,Microsoft-IIS/7.5,324,US,AZ,9/4/2008 0:00,10/4/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
32,6,ISO-8859-1,None,34,US,Missouri,9/7/2008 0:00,14/07/2008 0:00,0,0,0,0,0,0,0,0,0,0,0
28,7,iso-8859-1,Apache,None,FR,None,10/6/2008 0:00,9/6/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
39,7,UTF-8,Apache/2.2.15 (CentOS),256306,AU,New South Wales,8/1/2009 10:56,9/1/2017 10:11,0,0,0,0,0,0,0,0,0,0,0
45,9,ISO-8859-1,cloudflare-nginx,None,US,ArizoNone,9/8/2009 0:00,17/06/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
42,10,utf-8,cloudflare-nginx,None,US,ArizoNone,10/11/2009 0:00,21/04/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
58,8,UTF-8,Apache,58,US,MA,12/9/2009 21:54,23/08/2016 10:07,0,0,0,0,0,0,0,0,0,0,0
37,7,ISO-8859-1,Apache/2.2.13 (Unix) mod_ssl/2.2.13 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4 PHP/5.2.10,6062,US,California,2/7/2010 0:00,25/04/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
62,13,UTF-8,Apache,12440,CA,Ontario,4/6/2010 0:00,7/4/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
42,7,ISO-8859-1,Apache,497,US,PA,6/12/2010 0:00,7/12/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
26,6,UTF-8,nginx,None,US,LA,9/6/2010 0:00,21/06/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
34,7,ISO-8859-1,Apache/2.2.31 (CentOS),None,CA,ALBERTA,10/4/2010 0:00,10/4/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
30,6,iso-8859-1,Apache/2.4.6 (CentOS) PHP/5.6.8,199,US,MA,8/2/2013 0:00,15/03/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
