URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
33,6,3,58,,42,13,44,380,8,4,5,660,8,9,556,660,8,0,0
33,6,1,13,,42,35,797,308,5,4,2,486,5,7,542,486,5,0,0
33,8,3,136,,42,155,730,507,10,4,4,816,10,6,476,816,10,0,0
33,6,3,118,39,42,5,296,328,24,1,4,3375,28,30,18396,3703,28,4,0
33,8,3,52,1371,18,98,573,416,19,0,3,2042,27,27,4760,2622,27,8,0
33,7,3,110,,42,90,88,151,105,98,7,8692,111,130,179133,9172,111,6,0
33,6,1,7,,42,21,400,284,0,0,0,0,0,0,0,0,0,0,0
34,11,3,200,655,29,98,889,593,27,5,8,2721,35,27,3896,3313,35,8,1
34,11,3,200,649,29,98,889,593,15,1,5,1632,21,18,2661,2068,21,6,1
34,9,1,148,,46,55,656,399,26,0,3,3569,32,31,10750,4037,32,6,1
34,9,4,7,214,29,98,889,593,9,0,4,850,11,14,1382,990,11,2,1
34,6,3,217,18298,42,60,134,95,0,0,0,0,0,0,0,0,0,0,0
34,7,5,115,324,15,98,508,364,0,0,0,0,0,0,0,0,0,0,0
34,7,1,124,1819,42,21,333,221,0,0,0,0,0,0,0,0,0,0,0
34,7,1,124,1819,42,21,333,221,33,27,2,5235,41,40,14571,5835,41,8,0
34,8,6,211,,42,27,367,200,0,0,0,0,0,0,0,0,0,0,0
34,6,6,124,,42,21,391,136,0,0,0,0,0,0,0,0,0,0,0
34,7,1,53,,7,7,41,22,0,0,0,0,0,0,0,0,0,0,0
34,7,3,200,,42,21,627,57,0,0,0,0,0,0,0,0,0,0,0
34,7,6,62,6474,42,154,766,253,6,3,4,552,6,9,564,552,6,0,0
34,7,6,200,,7,105,245,269,8,6,5,696,8,10,636,696,8,0,0
34,6,6,124,,29,98,391,136,34,9,9,2412,34,7,442,2412,34,0,0
34,7,3,148,,19,64,723,493,3,3,1,366,3,5,306,366,3,0,0
34,9,1,7,1486,15,98,862,432,5,3,2,498,5,5,306,498,5,0,0
34,9,3,66,10892,29,98,685,122,3,3,1,366,3,4,244,366,3,0,0
34,9,1,107,,42,155,730,507,4,3,2,432,4,5,310,432,4,0,0
34,8,6,52,7255,29,98,608,430,17,1,2,1661,23,26,10015,2167,23,6,0
34,7,3,106,6608,42,21,689,419,42,0,3,4895,46,45,39544,5241,46,4,0
34,6,6,124,,42,21,391,136,34,25,9,3787,42,42,33677,4365,42,8,0
34,9,1,48,111,42,27,226,172,21,0,5,2292,23,24,16147,2450,23,2,0
34,6,1,7,,42,21,400,284,24,20,2,4372,31,33,13095,4808,31,6,0
34,8,1,200,996,42,21,15,586,7,0,2,716,11,10,1979,1030,11,4,0
34,7,1,200,1501,42,97,423,326,23,3,11,2042,29,29,7939,2520,29,6,0
34,7,6,114,,42,140,72,487,0,0,0,0,0,0,0,0,0,0,0
34,7,1,7,,42,21,400,284,0,0,0,0,0,0,0,0,0,0,0
34,6,5,118,324,42,13,250,53,0,0,0,0,0,0,0,0,0,0,0
35,9,1,7,7314,29,98,382,582,39,0,3,3240,45,45,35301,3722,45,6,1
35,9,1,7,7314,29,98,382,582,39,0,2,3240,45,45,35301,3722,45,6,1
35,11,3,7,,7,105,148,582,18,0,2,2102,20,21,20976,2252,20,2,1
35,11,3,200,652,29,98,889,593,15,1,5,1635,21,17,2640,2073,21,6,1
35,11,3,200,652,29,98,889,593,21,1,5,2367,29,26,3801,2957,29,8,1
35,9,3,200,646,29,98,889,593,12,1,5,1340,16,12,964,1622,16,4,1
35,11,3,200,652,29,98,889,593,19,1,5,2223,25,20,2868,2661,25,6,1
35,11,3,200,652,29,98,889,593,18,1,5,2157,24,22,2996,2595,24,6,1
35,11,3,200,652,29,98,889,593,19,1,5,2223,25,22,2996,2661,25,6,1
35,11,3,200,652,29,98,889,593,23,1,5,2864,31,25,3773,3454,31,8,1
35,8,1,148,,46,55,412,399,15,1,2,1850,21,23,2970,2302,21,6,1
35,9,1,103,,24,40,834,541,0,0,0,0,0,0,0,0,0,0,0
35,8,3,189,4685,42,21,107,71,0,0,0,0,0,0,0,0,0,0,0
35,8,6,211,,42,27,367,200,0,0,0,0,0,0,0,0,0,0,0
35,6,5,118,324,29,98,368,286,22,15,8,1527,24,25,1928,1699,24,2,0
35,8,3,136,,42,155,730,507,21,1,4,2435,25,25,39924,2715,25,4,0
35,9,5,115,324,42,21,417,143,49,10,6,2961,53,61,38255,3261,53,4,0
35,9,6,200,39362,45,142,362,260,4,3,2,420,4,4,244,420,4,0,0
35,7,6,200,,42,90,427,434,3,3,1,366,3,4,244,366,3,0,0
35,9,3,7,,42,13,836,324,4,3,2,432,4,6,372,432,4,0,0
35,10,6,2,,42,21,255,360,10,9,4,756,10,12,861,756,10,0,0
35,7,3,138,14462,7,105,243,545,8,6,6,696,8,5,306,696,8,0,0
35,9,3,7,,29,98,889,593,4,4,2,432,4,6,372,432,4,0,0
35,8,3,136,,42,155,730,507,21,12,12,1446,21,24,1788,1446,21,0,0
35,7,4,73,289,15,98,461,370,5,4,3,474,5,6,364,474,5,0,0
35,6,5,115,324,42,114,552,215,23,8,5,3087,29,27,19078,3535,29,6,0
35,7,3,106,38115,42,21,689,419,45,3,7,3507,49,46,42286,3857,49,4,0
35,8,3,136,,42,155,730,507,37,0,3,3263,43,42,52720,3697,43,6,0
35,9,3,148,,29,98,708,515,12,2,6,1258,16,17,1862,1542,16,4,0
35,9,1,124,,42,21,599,428,44,40,6,6945,56,51,26115,7849,56,12,0
35,7,3,106,8813,42,21,689,419,41,6,4,4769,45,42,69898,5119,45,4,0
35,8,1,7,1002,1,15,14,231,32,5,8,2965,36,39,37146,3279,36,4,0
35,7,6,7,16875,42,90,133,34,0,0,0,0,0,0,0,0,0,0,0
35,8,3,136,,42,155,730,507,27,1,5,2771,31,33,36261,3051,31,4,0
35,7,4,7,330,29,98,61,199,16,9,8,1275,18,23,2306,1423,18,2,0
35,6,6,124,,42,21,391,136,0,0,0,0,0,0,0,0,0,0,0
35,8,1,7,1002,1,15,14,231,0,0,0,0,0,0,0,0,0,0,0
36,10,3,200,655,29,98,889,593,208,18,9,20074,228,216,270752,21646,228,20,1
36,11,3,200,655,29,98,889,593,7,1,5,466,11,10,822,760,11,4,1
36,11,3,200,655,29,98,889,593,17,1,7,1770,23,17,2579,2210,23,6,1
36,9,3,200,646,29,98,889,593,11,1,4,1266,15,12,966,1554,15,4,1
36,11,3,200,655,29,98,889,593,21,1,5,2359,29,23,3542,2951,29,8,1
36,11,3,200,655,29,98,889,593,19,1,5,2227,27,23,3612,2819,27,8,1
36,8,1,148,,46,55,412,399,6,0,4,372,8,10,703,520,8,2,1
36,8,1,200,10133,42,21,15,586,0,0,0,0,0,0,0,0,0,0,0
36,8,5,115,324,29,98,673,30,0,0,0,0,0,0,0,0,0,0,0
36,7,1,217,,42,52,867,23,0,0,0,0,0,0,0,0,0,0,0
36,6,1,217,1108,42,21,749,480,0,0,0,0,0,0,0,0,0,0,0
36,7,5,115,324,42,32,156,268,0,0,0,0,0,0,0,0,0,0,0
36,7,1,124,,42,21,599,428,0,0,0,0,0,0,0,0,0,0,0
36,8,1,200,,9,178,840,334,18,2,8,1432,20,27,2113,1572,20,2,0
36,8,3,7,,21,111,122,590,14,10,6,1096,16,19,1294,1246,16,2,0
36,7,3,200,,42,21,627,57,3,3,1,366,3,4,244,366,3,0,0
36,8,1,202,,29,98,409,185,2,2,1,276,2,3,184,276,2,0,0
